Time of Visit,IP Address,Request Method,Status Code,Navigation Pages,Country,Sports,Number of Visit,Gender,Age,Cluster
07:26:17,112.200.241.38,GET,200,images/games.html,Indonesia,Gymnastics,Often,Male,21,2
05:14:18,109.235.24.21,GET,200,news.html,China,Gymnastics,Once,Male,63,1
13:50:27,140.102.83.198,CONNECT,100,ticketing.html,Dominican Republic,Basketball,Seldon,Female,40,2
21:06:20,240.150.123.48,PATCH,200,ticketing.html,China,Volleyball,Often,Male,54,1
01:29:37,219.164.96.215,HEAD,200,ticketing.html,Zimbabwe,Athletics,Seldon,Non-binary,28,2
13:47:21,45.112.184.206,HEAD,100,news.html,Portugal,Baseball,Once,Non-binary,56,1
18:51:49,253.223.114.104,GET,301,images/games.html,China,Athletics,Seldon,Male,62,1
02:30:50,113.114.227.120,POST,200,sechedule.html,Indonesia,Badminton,Once,Female,27,2
17:23:46,183.108.132.232,GET,200,sechedule.html,Burkina Faso,Basketball,Often,Female,38,2
14:02:05,75.172.96.251,PATCH,100,index.html,China,Swimming,Often,Female,22,2
00:18:14,73.88.188.141,HEAD,200,news.html,Philippines,Football,Often,Female,28,2
11:05:46,154.190.79.8,GET,200,searchsports.html,Mongolia,Football,Daily,Male,40,2
02:56:06,36.30.124.73,GET,100,images/games.html,South Africa,Basketball,Seldon,Male,41,2
04:55:21,169.186.55.167,HEAD,200,index.html,Portugal,Diving,Seldon,Male,63,1
17:54:42,163.67.205.139,GET,200,images/games.html,Indonesia,Basketball,Once,Female,68,1
21:39:09,2.237.241.188,HEAD,200,sechedule.html,Germany,Basketball,Once,Female,64,1
20:58:38,134.62.180.252,GET,100,images/games.html,South Africa,Football,Seldon,Female,59,1
00:52:49,58.165.175.116,GET,200,sechedule.html,Colombia,Gymnastics,Seldon,Male,33,2
02:15:26,206.115.232.214,GET,200,sechedule.html,Portugal,Table Tennis,Seldon,Female,21,2
00:32:44,50.120.160.176,PATCH,200,images/games.html,Russia,Volleyball,Seldon,Non-binary,50,1
13:32:26,44.86.173.142,CONNECT,200,searchsports.html,China,Basketball,Often,Female,26,2
19:34:48,63.69.149.6,HEAD,200,index.html,China,Baseball,Seldon,Male,55,1
21:51:39,92.32.16.161,POST,200,venue information.html,Venezuela,Athletics,Seldon,Non-binary,29,2
06:05:13,59.147.46.130,GET,403,venue information.html,Russia,Gymnastics,Daily,Male,32,0
03:59:41,163.45.217.159,GET,301,ticketing.html,Philippines,Table Tennis,Seldon,Female,20,0
03:17:19,118.48.237.153,GET,200,index.html,United States,Swimming,Once,Male,55,1
14:30:48,167.14.221.217,PATCH,200,index.html,Portugal,Badminton,Often,Female,35,2
08:11:43,110.163.198.177,HEAD,200,sponsorship.html,China,Swimming,Often,Non-binary,70,1
20:57:52,85.95.245.120,POST,403,searchsports.html,Russia,Baseball,Once,Male,57,0
10:08:55,205.200.159.246,GET,200,ticketing.html,Portugal,Athletics,Often,Female,46,1
00:29:06,194.23.223.17,PATCH,100,searchsports.html,China,Athletics,Often,Non-binary,53,1
14:17:31,240.107.204.251,HEAD,200,index.html,Russia,Swimming,Seldon,Male,18,2
10:37:34,64.63.73.210,POST,301,ticketing.html,Greece,Table Tennis,Once,Male,64,1
19:44:34,205.54.100.170,PATCH,200,images/games.html,Russia,Athletics,Often,Male,31,2
09:31:41,183.122.149.157,GET,200,sechedule.html,Brazil,Wrestling,Seldon,Non-binary,45,1
00:39:19,213.153.42.193,PATCH,200,searchsports.html,China,Basketball,Daily,Female,50,1
04:54:20,116.232.201.39,PATCH,200,ticketing.html,Jamaica,Volleyball,Seldon,Female,39,2
15:02:46,57.21.8.231,GET,200,index.html,Nigeria,Athletics,Once,Male,60,1
09:47:46,95.103.249.65,CONNECT,200,sechedule.html,United States,Volleyball,Seldon,Non-binary,20,2
14:28:15,19.21.124.243,GET,200,index.html,China,Athletics,Seldon,Male,50,1
17:21:00,0.53.80.204,PUT,200,sechedule.html,Thailand,Table Tennis,Often,Female,39,2
23:41:19,74.96.220.244,HEAD,100,index.html,United States,Basketball,Seldon,Male,27,2
09:53:09,238.169.134.239,GET,200,index.html,Greece,Athletics,Seldon,Male,26,2
07:47:36,247.30.75.99,HEAD,200,searchsports.html,Russia,Swimming,Seldon,Male,23,2
23:10:23,128.18.161.91,POST,200,sechedule.html,China,Table Tennis,Daily,Non-binary,70,1
06:13:01,235.168.210.166,GET,200,venue information.html,China,Athletics,Seldon,Male,40,2
01:30:02,62.15.73.84,POST,200,images/games.html,Poland,Swimming,Seldon,Male,61,1
10:20:50,86.75.142.115,PUT,200,index.html,China,Volleyball,Often,Non-binary,42,2
19:59:40,30.34.108.51,CONNECT,200,images/games.html,Philippines,Swimming,Once,Non-binary,24,2
15:04:08,235.34.167.206,POST,100,ticketing.html,Portugal,Athletics,Often,Female,43,2
06:05:27,199.95.8.129,HEAD,301,index.html,Yemen,Football,Never,Male,52,0
21:34:14,199.135.200.14,PATCH,200,ticketing.html,Spain,Weightlifting,Often,Female,60,1
23:18:16,107.219.102.177,PATCH,200,venue information.html,Mexico,Swimming,Seldon,Female,32,2
21:01:07,98.2.63.239,GET,500,sponsorship.html,Portugal,Football,Daily,Male,57,0
19:56:05,236.133.208.97,HEAD,100,images/games.html,Yemen,Basketball,Seldon,Male,46,1
18:11:10,97.58.218.99,GET,200,images/games.html,Peru,Volleyball,Often,Male,26,2
07:22:48,95.67.136.116,HEAD,200,venue information.html,Mexico,Football,Seldon,Male,63,1
23:11:13,116.19.158.118,CONNECT,500,images/games.html,Brazil,Athletics,Once,Male,39,0
00:33:08,67.124.33.129,CONNECT,200,sechedule.html,Indonesia,Swimming,Seldon,Male,55,1
12:09:05,85.24.42.68,PATCH,200,ticketing.html,Germany,Fencing,Often,Female,33,2
03:54:35,31.202.160.119,GET,200,images/games.html,Brazil,Swimming,Seldon,Male,38,2
03:49:23,158.72.219.37,CONNECT,200,index.html,Ukraine,Fencing,Seldon,Female,18,2
00:53:54,207.186.27.15,POST,200,ticketing.html,Russia,Karate,Once,Male,26,2
17:17:19,126.90.54.74,PATCH,200,searchsports.html,China,Football,Once,Female,56,1
22:11:36,20.214.1.168,HEAD,100,images/games.html,United States,Swimming,Often,Female,21,2
18:39:17,158.153.60.58,HEAD,100,sechedule.html,South Africa,Athletics,Seldon,Female,60,1
15:07:46,241.200.114.103,HEAD,200,venue information.html,United Kingdom,Swimming,Once,Non-binary,41,2
08:11:22,62.254.74.221,POST,301,images/games.html,China,Wrestling,Once,Male,68,1
20:04:24,174.127.36.233,PUT,200,news.html,Sweden,Table Tennis,Seldon,Non-binary,39,2
04:32:24,162.40.235.20,PUT,200,sponsorship.html,Philippines,Karate,Seldon,Non-binary,63,1
07:14:08,69.150.113.71,GET,200,sechedule.html,China,Table Tennis,Once,Male,39,2
13:27:07,135.138.223.14,PUT,200,sechedule.html,China,Gymnastics,Seldon,Female,70,1
01:08:05,32.34.147.209,PUT,301,venue information.html,Cambodia,Table Tennis,Seldon,Male,34,0
12:04:08,223.225.153.23,GET,200,venue information.html,Indonesia,Volleyball,Often,Male,38,2
05:05:44,170.219.198.240,HEAD,200,sechedule.html,Canada,Athletics,Daily,Male,62,1
04:10:46,125.124.234.253,PUT,200,venue information.html,Puerto Rico,Weightlifting,Once,Male,19,2
10:51:38,52.89.166.59,GET,200,index.html,Sweden,Basketball,Daily,Male,45,1
06:44:04,97.165.44.62,GET,200,images/games.html,Philippines,Table Tennis,Often,Non-binary,27,2
01:03:47,55.164.34.161,HEAD,100,venue information.html,China,Wrestling,Seldon,Male,48,1
05:30:57,77.76.92.239,PATCH,200,images/games.html,United States,Athletics,Once,Female,36,2
15:36:33,55.195.75.66,PATCH,200,sechedule.html,Ukraine,Table Tennis,Seldon,Non-binary,68,1
12:40:08,23.247.203.186,GET,100,index.html,United States,Swimming,Daily,Female,67,1
11:31:23,208.154.163.12,CONNECT,301,venue information.html,Norway,Basketball,Often,Female,37,0
01:48:39,5.239.217.202,CONNECT,100,sechedule.html,Indonesia,Swimming,Daily,Male,29,2
06:21:01,147.103.112.161,CONNECT,200,sechedule.html,Poland,Gymnastics,Seldon,Male,58,1
16:39:06,224.93.30.13,CONNECT,100,ticketing.html,Ukraine,Gymnastics,Once,Female,59,1
07:22:34,142.210.38.61,POST,100,venue information.html,Bosnia and Herzegovina,Football,Often,Non-binary,24,2
16:02:08,160.45.145.175,POST,100,index.html,Netherlands,Swimming,Seldon,Female,31,2
18:31:05,217.238.34.7,PATCH,301,sechedule.html,Argentina,Swimming,Often,Male,55,0
12:47:11,165.55.8.11,PATCH,200,sechedule.html,Indonesia,Swimming,Often,Male,60,1
02:37:53,73.234.130.112,HEAD,200,sechedule.html,China,Football,Once,Male,41,2
07:12:51,191.142.45.120,GET,200,images/games.html,China,Football,Often,Male,31,2
12:57:30,177.110.181.242,POST,301,ticketing.html,Norway,Baseball,Never,Male,62,1
21:46:11,210.182.145.108,HEAD,200,images/games.html,Finland,Swimming,Often,Male,25,2
16:55:59,194.83.202.64,GET,200,sechedule.html,Georgia,Athletics,Never,Female,32,2
04:09:54,202.84.250.207,PATCH,200,sechedule.html,Ireland,Gymnastics,Never,Female,44,2
03:36:20,209.122.212.65,HEAD,200,searchsports.html,Brazil,Gymnastics,Once,Male,66,1
14:26:42,64.16.102.53,GET,500,venue information.html,Peru,Athletics,Often,Female,26,0
06:43:03,14.57.174.13,HEAD,200,index.html,Albania,Volleyball,Daily,Male,33,2
13:53:54,253.177.206.163,HEAD,200,searchsports.html,China,Weightlifting,Seldon,Male,25,2
02:26:42,137.43.187.105,PATCH,200,images/games.html,France,Table Tennis,Seldon,Male,61,1
07:50:33,180.105.126.81,PUT,200,venue information.html,Peru,Wrestling,Often,Female,48,1
01:17:23,174.105.90.44,POST,200,searchsports.html,Brazil,Table Tennis,Seldon,Female,37,2
21:41:37,189.255.184.15,HEAD,200,images/games.html,Bangladesh,Swimming,Seldon,Non-binary,60,1
06:20:42,200.176.164.65,HEAD,200,index.html,Indonesia,Athletics,Seldon,Male,19,2
06:34:26,109.251.199.51,PATCH,200,ticketing.html,China,Table Tennis,Seldon,Male,65,1
10:32:58,108.55.247.243,POST,301,searchsports.html,United States,Football,Seldon,Male,47,0
01:05:14,145.204.152.77,GET,100,venue information.html,Brazil,Baseball,Often,Male,30,2
19:37:07,95.167.163.129,PATCH,200,images/games.html,Indonesia,Table Tennis,Seldon,Male,57,1
17:14:31,206.215.16.56,POST,200,images/games.html,China,Wrestling,Often,Male,69,1
08:38:58,214.40.98.39,GET,100,venue information.html,Dominican Republic,Football,Daily,Male,64,1
18:11:39,39.140.232.67,PATCH,200,news.html,Nepal,Football,Often,Non-binary,53,1
08:10:16,64.198.192.147,HEAD,400,sechedule.html,China,Swimming,Seldon,Non-binary,38,0
21:31:22,63.160.215.107,CONNECT,100,sechedule.html,Indonesia,Badminton,Seldon,Female,30,2
03:19:49,1.13.213.92,CONNECT,200,images/games.html,Mexico,Basketball,Daily,Male,54,1
14:04:18,206.143.74.153,GET,200,index.html,China,Football,Never,Female,63,1
20:52:40,35.62.29.170,PATCH,100,ticketing.html,Indonesia,Weightlifting,Never,Male,57,1
10:00:44,92.180.76.41,PATCH,400,images/games.html,Philippines,Athletics,Once,Female,59,0
21:50:23,24.32.11.20,POST,403,images/games.html,Tanzania,Wrestling,Daily,Male,50,0
12:40:03,55.177.78.227,GET,100,news.html,China,Volleyball,Daily,Male,57,1
10:08:05,226.191.170.253,HEAD,500,index.html,Indonesia,Basketball,Often,Male,61,0
11:48:07,119.213.163.101,PATCH,200,index.html,China,Boxing,Seldon,Male,50,1
19:44:42,68.27.39.156,POST,200,index.html,Philippines,Volleyball,Once,Male,59,1
07:22:18,57.218.82.136,HEAD,301,ticketing.html,Sri Lanka,Athletics,Once,Non-binary,28,0
20:01:56,221.35.41.24,PATCH,200,searchsports.html,China,Swimming,Often,Male,27,2
09:11:31,106.26.111.81,GET,500,ticketing.html,China,Weightlifting,Daily,Non-binary,24,0
10:15:57,244.164.79.193,GET,400,venue information.html,Russia,Swimming,Daily,Non-binary,54,0
10:44:45,99.31.34.250,POST,200,venue information.html,China,Boxing,Seldon,Female,24,2
06:39:21,97.223.101.100,POST,200,ticketing.html,Philippines,Boxing,Once,Male,18,2
23:44:32,103.220.29.206,PATCH,200,venue information.html,France,Volleyball,Once,Male,23,2
09:53:19,2.156.202.152,PATCH,100,images/games.html,Netherlands,Athletics,Often,Male,46,1
14:42:17,62.224.209.107,GET,100,images/games.html,Russia,Athletics,Seldon,Female,45,2
10:40:23,101.68.141.59,POST,200,sechedule.html,Sweden,Baseball,Seldon,Female,39,2
04:50:49,108.158.253.145,CONNECT,301,ticketing.html,Albania,Boxing,Seldon,Non-binary,30,0
20:32:43,234.63.131.249,CONNECT,200,index.html,Dominican Republic,Diving,Daily,Male,33,2
00:16:19,85.173.53.6,PATCH,200,index.html,China,Badminton,Seldon,Female,21,2
11:50:30,220.54.179.190,HEAD,200,ticketing.html,Brazil,Football,Never,Non-binary,70,1
06:12:18,120.42.164.70,CONNECT,200,sechedule.html,Indonesia,Table Tennis,Often,Male,36,2
11:22:48,231.88.17.135,CONNECT,200,sechedule.html,Indonesia,Table Tennis,Never,Non-binary,48,1
22:16:25,189.184.76.220,GET,100,venue information.html,United States,Volleyball,Seldon,Male,35,2
09:42:51,137.193.187.214,PATCH,301,images/games.html,China,Athletics,Seldon,Female,49,0
01:45:48,210.15.86.9,PATCH,301,images/games.html,Brazil,Table Tennis,Seldon,Female,36,0
01:52:37,66.176.188.100,CONNECT,100,images/games.html,Nepal,Athletics,Daily,Female,34,2
19:25:28,253.144.173.143,CONNECT,100,index.html,Philippines,Badminton,Often,Male,46,1
00:30:37,180.36.181.179,GET,200,index.html,China,Athletics,Seldon,Male,18,2
18:16:13,86.17.147.41,PATCH,301,index.html,Portugal,Athletics,Often,Male,21,0
05:43:19,62.6.3.228,GET,200,images/games.html,China,Athletics,Seldon,Male,63,1
12:42:49,112.240.211.232,PATCH,301,searchsports.html,Japan,Athletics,Daily,Male,61,1
14:00:59,192.182.151.64,GET,200,venue information.html,Vietnam,Swimming,Seldon,Male,45,1
18:19:46,241.230.247.200,GET,200,news.html,Japan,Baseball,Seldon,Male,59,1
16:44:15,172.154.247.121,CONNECT,200,index.html,Vietnam,Table Tennis,Once,Female,41,2
22:20:59,128.227.238.139,GET,200,news.html,Brazil,Table Tennis,Seldon,Male,21,2
21:10:54,9.56.254.61,PATCH,200,volunteer.html,Nigeria,Volleyball,Daily,Non-binary,54,1
20:57:14,16.228.79.199,GET,200,news.html,Micronesia,Athletics,Seldon,Female,67,1
00:42:25,3.118.196.80,GET,200,searchsports.html,Sweden,Athletics,Once,Male,53,1
15:57:25,218.172.158.178,PATCH,301,ticketing.html,Greece,Football,Often,Male,63,1
11:32:36,141.19.159.80,PATCH,200,images/games.html,Comoros,Football,Often,Male,43,2
23:05:07,109.192.39.132,GET,301,sechedule.html,Japan,Football,Seldon,Male,47,0
06:15:47,195.46.148.119,HEAD,200,sechedule.html,Portugal,Swimming,Daily,Non-binary,42,2
03:20:07,163.54.15.254,CONNECT,100,index.html,Japan,Athletics,Once,Female,53,1
18:09:55,207.93.91.37,HEAD,200,venue information.html,Yemen,Fencing,Daily,Male,55,1
13:01:12,98.73.40.186,GET,200,sechedule.html,Thailand,Football,Daily,Female,55,1
22:26:45,29.117.224.255,CONNECT,200,sponsorship.html,Serbia,Boxing,Once,Male,53,1
04:49:31,172.75.116.157,GET,200,searchsports.html,Indonesia,Gymnastics,Daily,Male,60,1
03:20:10,107.143.113.97,GET,200,searchsports.html,Madagascar,Badminton,Often,Male,55,1
05:00:21,120.180.69.190,HEAD,200,images/games.html,China,Karate,Daily,Male,28,2
06:17:55,235.4.112.220,POST,200,venue information.html,China,Baseball,Once,Female,32,2
10:29:53,106.250.163.36,POST,200,searchsports.html,Sweden,Swimming,Once,Non-binary,20,2
21:07:46,129.43.213.70,PATCH,200,ticketing.html,Poland,Table Tennis,Seldon,Male,50,1
14:00:39,87.227.200.10,HEAD,200,images/games.html,Vietnam,Athletics,Daily,Male,35,2
15:58:14,164.159.170.158,GET,301,sechedule.html,Ireland,Swimming,Often,Male,23,0
00:51:45,169.210.0.184,HEAD,200,volunteer.html,Indonesia,Football,Daily,Male,63,1
13:18:29,113.140.123.161,CONNECT,200,sechedule.html,Finland,Volleyball,Daily,Male,62,1
17:49:58,188.48.207.247,GET,200,index.html,Thailand,Wrestling,Often,Male,38,2
18:28:17,139.236.79.48,GET,100,ticketing.html,Mozambique,Badminton,Once,Non-binary,39,2
02:00:44,40.23.79.219,GET,200,index.html,Colombia,Table Tennis,Often,Male,27,2
23:19:20,186.231.112.153,GET,301,news.html,Thailand,Gymnastics,Often,Male,66,1
16:31:58,72.215.21.37,POST,403,ticketing.html,Portugal,Swimming,Seldon,Female,23,0
03:10:30,250.16.115.228,GET,200,venue information.html,Iran,Gymnastics,Often,Non-binary,29,2
22:20:46,242.156.170.59,POST,200,index.html,Colombia,Swimming,Often,Male,47,1
22:47:00,103.145.30.148,PATCH,200,index.html,United States,Swimming,Often,Female,43,2
16:13:55,79.124.162.56,GET,200,ticketing.html,China,Badminton,Never,Male,67,1
08:49:24,107.217.208.238,GET,200,index.html,China,Basketball,Once,Male,25,2
18:37:21,177.131.18.235,HEAD,200,sechedule.html,Tanzania,Gymnastics,Seldon,Female,38,2
17:09:39,18.207.154.205,HEAD,400,ticketing.html,Indonesia,Baseball,Often,Female,53,0
06:09:36,119.200.35.194,GET,200,index.html,Japan,Athletics,Often,Male,22,2
21:18:03,121.73.177.232,HEAD,400,images/games.html,China,Wrestling,Seldon,Female,20,0
20:48:35,196.109.241.99,HEAD,400,index.html,Thailand,Weightlifting,Seldon,Non-binary,41,0
21:24:49,122.248.73.52,HEAD,200,sechedule.html,Netherlands,Volleyball,Seldon,Male,24,2
22:49:03,212.253.166.233,HEAD,200,ticketing.html,Canada,Badminton,Seldon,Male,48,1
08:32:13,214.229.118.64,CONNECT,400,venue information.html,Indonesia,Volleyball,Daily,Male,66,0
12:59:13,53.5.174.226,HEAD,100,ticketing.html,Poland,Table Tennis,Seldon,Non-binary,38,2
13:01:51,24.128.38.199,HEAD,200,images/games.html,North Korea,Gymnastics,Often,Female,19,2
18:17:46,125.240.253.78,CONNECT,200,images/games.html,China,Athletics,Often,Male,19,2
15:39:54,224.65.2.241,GET,200,images/games.html,Indonesia,Gymnastics,Often,Male,23,2
00:59:17,122.11.141.183,CONNECT,400,news.html,Syria,Swimming,Once,Non-binary,46,0
01:44:11,4.128.23.102,PATCH,301,index.html,South Africa,Athletics,Daily,Female,30,0
07:56:34,191.10.96.149,GET,200,ticketing.html,Indonesia,Swimming,Often,Non-binary,49,1
10:03:59,70.221.245.146,GET,200,volunteer.html,United Kingdom,Football,Seldon,Female,40,2
18:41:03,175.54.117.166,CONNECT,200,searchsports.html,Canada,Badminton,Daily,Non-binary,37,2
07:52:54,90.123.30.140,CONNECT,100,index.html,Philippines,Football,Seldon,Non-binary,52,1
04:09:39,210.123.206.91,GET,200,index.html,Indonesia,Karate,Seldon,Non-binary,70,1
22:38:52,156.1.171.215,PATCH,200,news.html,Central African Republic,Basketball,Often,Male,37,2
10:30:07,62.144.120.124,GET,301,images/games.html,Portugal,Table Tennis,Seldon,Male,32,0
13:43:20,166.127.56.147,GET,500,searchsports.html,Vietnam,Table Tennis,Seldon,Male,24,0
02:30:09,173.108.125.62,PATCH,100,images/games.html,France,Volleyball,Never,Male,53,1
05:14:38,59.237.29.26,HEAD,200,images/games.html,Brazil,Athletics,Seldon,Non-binary,44,2
16:49:26,141.172.50.118,CONNECT,200,images/games.html,Philippines,Table Tennis,Seldon,Male,38,2
02:03:49,193.96.217.79,PUT,200,images/games.html,Poland,Swimming,Once,Male,25,2
12:56:37,180.146.20.124,CONNECT,301,images/games.html,Indonesia,Table Tennis,Never,Male,42,0
16:57:37,200.218.201.54,GET,200,index.html,Sweden,Swimming,Often,Male,59,1
19:08:06,226.50.233.104,POST,200,images/games.html,Philippines,Volleyball,Seldon,Male,18,2
17:00:33,38.110.245.142,GET,100,index.html,China,Swimming,Often,Female,37,2
19:59:49,58.130.146.112,PUT,100,images/games.html,Philippines,Gymnastics,Seldon,Non-binary,36,2
02:07:01,220.11.237.74,GET,200,sechedule.html,Indonesia,Football,Seldon,Male,52,1
02:31:05,213.171.144.118,HEAD,200,searchsports.html,China,Athletics,Seldon,Male,18,2
16:04:44,142.253.92.10,HEAD,200,index.html,Russia,Athletics,Often,Male,68,1
17:48:43,136.23.164.179,GET,200,images/games.html,Yemen,Badminton,Daily,Non-binary,61,1
11:45:15,187.253.58.247,POST,200,images/games.html,China,Basketball,Seldon,Non-binary,59,1
16:35:27,230.158.170.35,PATCH,403,sponsorship.html,Ukraine,Boxing,Seldon,Female,19,0
08:21:19,61.198.158.96,GET,100,index.html,Norway,Boxing,Often,Non-binary,39,2
19:54:45,133.166.136.27,PATCH,200,sechedule.html,Pakistan,Karate,Seldon,Female,30,2
21:42:46,245.39.25.102,GET,100,ticketing.html,China,Athletics,Seldon,Non-binary,44,2
22:00:14,7.107.155.63,PUT,200,index.html,China,Weightlifting,Often,Female,28,2
23:47:12,33.236.6.12,GET,200,sponsorship.html,Russia,Table Tennis,Often,Male,29,2
23:25:49,82.115.54.39,HEAD,100,index.html,Russia,Wrestling,Once,Female,39,2
18:51:11,126.230.211.28,PATCH,100,images/games.html,Indonesia,Badminton,Seldon,Male,42,2
15:35:13,202.152.124.159,POST,301,sechedule.html,United States,Athletics,Seldon,Female,47,0
09:21:25,82.237.99.98,PATCH,200,ticketing.html,Brazil,Boxing,Daily,Male,52,1
